qd1,qd2,phrase1,phrase2,label
52739,52740,lad never pure religious even summer camp meeting brother whitfield wrestle spirit single strove vanity mortal heart say many time god give child comfort hard human lot token suffer love love conceive bore,happen wonder happen little pinkskinned baby,0
52741,52742,say take god love duty much matter course conduct please,year month skinny ankle grow thick log peachesandcream turn pimple,0
52743,52744,say give u gift raise voice undying praise say rejoice heaven one sinner hundred never sin,lovely child twentythreeyearold woman social conscience,0
52745,52746,say daily life acknowledgment expiation sin say say sin sin,conscience thought,0
52747,52748,lord part judge praise mercy holy name hearing fellow mortal alone see heart woman right sight man cant know sin heart without open heart lord receives grace,hunt day picket line march night come home eat like horse guitar plucker touch unmentionable seem bad disgust,0
52749,52750,say faithful wife sign sin heart hard sign lord grace absolve,epstein toss bed heard pant zip sound ear like thunder,0
52751,52752,say know sin,zip,0
52753,52754,know deserve punishment,would ignore think problem,0
52755,52756,begrudge,business year away retirement plan heir epstein paper bag company,0
52757,52758,say vanity would judge sin salvation lord place,built business ground suffer bleed depression roosevelt finally war eisenhower see succeed,0
52759,52760,mortal lot suffer raise voice praise judge sin offer salvation trial tribulation time mind amen,thought stranger take make sick,0
52761,52762,even brother whitfield godly man ever one breathe god breath prayed strove never man could except say,could,0
52763,52764,u judge sin know sin lord eye,herbie would twentyeight die polio age eleven,0
52765,52766,hard every woman,sheila last hope chosen intend lazy man,0
52767,52768,think way talk knew sin salvation lord god strove labor sin human world,could,0
52769,52770,sin ever commit partial jewel never love punishment preference darl touch god consider queer u mortal love,man fiftynine sudden start produce heir,0
52771,52772,say sin,zip,0
52773,52774,punishment,pantpantpant,0
52775,52776,jewel punishment,ahh,0
52777,52778,salvation,shut ear mind tighter,0
52779,52780,life short enough say win eternal grace,try recollect thing drown,0
52781,52782,god jealous god,surprised boy see ten twelve year grown epstein face son would small bump nose strong chin dark skin shock shiny black hair one day would turn gray cloud,0
52783,52784,judge mete,look wife shout moment enter door day dirt still fingernail,0
52785,52786,know say,three hour already date,0
52787,52788,nothing say,soldier stood attention square though learn courtesy long army,0
52789,52790,cross salvation,hope mind barging uncle louis,0
52791,52792,save water fire,ship monmouth last week dad say stop see people,0
52793,52794,even though laid life save,get weekend aunt goldie say wait,0
52795,52796,know without open heart lift voice praise,father epstein spoken brother sol since bought sol share business brother move detroit word,0
52797,52798,say,dad fine michael say,0
52799,52800,realise mean god,sheila come home sat eat four old day,0
52801,52802,realise vanity heart spoken sacrilege,goldie epstein jumped slip course nose instant finish one,0
52803,52804,go knee right,michael say historically michael child poor eater,0
52805,52806,beg kneel open heart cast ft devil vanity cast upon mercy lord,sister ruthie god bless nice eater,0
52807,52808,would nt,look daughter heard wife go,0
52809,52810,sat lose vanity pride close heart god set selfish mortal boy place,ruthie good eater,0
52811,52812,kneel prayed,picky eater,0
52813,52814,prayed poor blind woman never prayed mine,herbie rest peace picky goldie look towards husband though would remember precisely category eater beloved son star pot roast,0
52815,52816,would quiet water bubbling away sun slant quiet tree quiet smell damp rot leaf new earth especially early spring bad,ahhh,0
52817,52818,could remember father use say reason living get ready stay dead long time would look day day secret selfish thought blood strange blood strange mine think seem way could get ready stay dead would hate father ever plant,noise snap epstein recollection two,0
52819,52820,would look forward time fault could whip,aaahhhh,0
52821,52822,switch fell could feel upon flesh welt ridge blood ran would think blow switch aware something secret selfish life marked blood ever ever,enough enough,0
52823,52824,take anse,get bed make certain tucked pajama start living room,0
52825,52826,saw pas school house three four time learn drive four mile way,would give piece mind,0
52827,52828,notice begin hump tall man young look already like tall bird hunch cold weather wagon seat would pas school house wagon creak slow head turn slow watch door school house wagon pass go around curve sight,would tell,0
52829,52830,one day go door stood pass,would tell,0
52831,52832,saw look quickly away look back,living room sheila folk singer,0
52833,52834,early spring bad,epstein felt cold floor rush loose leg pajama chill crotch raise goose flesh thigh,0
52835,52836,sometimes thought could bear lie bed night wild geese go north honk come faint high wild wild darkness day would seem though could nt wait last one go could go spring,see,0
52837,52838,aint get none say,retreat step back behind archway din room,0
52839,52840,nt get,eye however remain fix living room floor sol boy girl across street,0
52841,52842,get house,girl wear short sweater,0
52843,52844,tell get house good farm,thrown arm sofa,0
52845,52846,live alone,light candle enough epstein see naked,0
52847,52848,look turn hat hand,michael lay beside squirm potent wear army shoe khaki sock,0
52849,52850,new house say,girl breast like two small white cup,0
52851,52852,go get married,michael kiss,0
52853,52854,say hold eye mine come see,epstein tingle dare move want move two like car railroad yard slam fiercely together couple shook,0
52855,52856,later told aint get people,noise epstein tiptoed tremble stair back wife bed,0
52857,52858,wont worry,could force sleep seem like hour door open downstairs two young people left,0
52859,52860,dont reckon say,sheila folk singer,0
52861,52862,people,whole world thought whole young world ugly one pretty one fat skinny one zip unzippingl grabbed great shock gray hair pull till scalp hurt,0
52863,52864,jefferson,wife shuffle mumble noise,0
52865,52866,face fell little,brrr capture blanket pull,0
52867,52868,well get little property,dream butter,0
52869,52870,forehanded get good honest name,recipe dream world zip,0
52871,52872,know town folk maybe talk,close eye pound old man sleep,0
52873,52874,might listen say,later epstein time would ask question,0
52875,52876,hard talk,begin,0
52877,52878,watch face,night see two floor,0
52879,52880,cemetery,summer night seventeen year push doctor away bed put lip herbie,0
52881,52882,living kin say,epstein wonder night fifteen year ago instead smell woman sheet smell babo,0
52883,52884,different,time daughter first call capitalist though dirty name though crime successful,0
52885,52886,say,none time,0
52887,52888,dont know,maybe look begin look excuse,0
52889,52890,never kind,trouble big trouble begin simply appear morning saw ida kaufman wait bus,0
52891,52892,take anse,ida kaufman god name stranger nobody love ever could love finally change life live across street less year reveal mr,0
52893,52894,knew cash knew living terrible answer,katz neighborhood winchell would probably sell house mr,0
52895,52896,learn word good word dont ever fit even try say,kaufman dead move allyearround summer cottage barnegat,0
52897,52898,born knew motherhood invent someone word one child nt care whether word,morning epstein notice woman dark goodlooking big chest,0
52899,52900,knew fear invent someone never fear pride never pride,hardly spoke housewife spent every moment month ago care cancereaten husband,0
52901,52902,knew dirty nose use one another word like spider dangle mouth beam swing twist never touch blow die switch could blood blood flow one stream,twice epstein tipped hat even absorbed fate epstein paper bag civility practice,0
52903,52904,knew,actually monday morning would unlikely driven right past bus stop,0
52905,52906,aloneness violate day never violate cash come,warm april day certainly bad day wait bus,0
52907,52908,even anse night,bird fuss sang elm tree sun glint sky like young athlete trophy,0
52909,52910,word,woman bus stop wore thin dress coat epstein saw wait beneath dress stocking imagine underthings saw body girl living room rug ida kaufman mother linda kaufman girl michael befriend,0
52911,52912,love call,epstein pull slowly curb stop daughter picked mother,0
52913,52914,use word long time,thank mr,0
52915,52916,knew word like others shape fill lack right time come would nt need word anymore pride fear,epstein say,0
52917,52918,cash need say would say let anse use want,ida kaufman roll window let breeze waft lit cigarette,0
52919,52920,anse love love anse nt matter,yes epstein flush reason ida kaufman know,0
52921,52922,would think even lay dark cash asleep cradle within swing hand,felt red neck coughed make appear respiratory failure cause blood rush heart,0
52923,52924,would think wake cry would suckle,nice boy extremely polite say,0
52925,52926,anse love nt matter,brother sol epstein say detroit shift thought sol flush might fade word sol would michael would heir epstein paper bag,0
52927,52928,aloneness violate make whole violation time anse love outside circle,would want,0
52929,52930,found darl first would believe,well,0
52931,52932,believe would kill anse,epstein thought ida kaufman smoke drove without speak elm tree choir bird new spring sky unfurled like blue banner,0
52933,52934,though tricked hidden within word like within paper screen struck back,look like say,0
52935,52936,realise tricked word old anse love word tricked anse revenge would would never know take revenge,little boy look like iceman make joke,0
52937,52938,darl born ask anse promise take back jefferson die knew father right even could nt know right anymore could know wrong,grin mostly thought go bed sisterinlaw whose everything drop even low wife,0
52939,52940,nonsense anse say aint nigh chap yet two,epstein grin provoke ida kaufman extravagant mirth,0
52941,52942,know dead sometimes would lie dark hearingdie land blood flesh would mink anse,hell decide would try joke,0
52943,52944,anse,say wrong thing,0
52945,52946,anse,step far,0
52947,52948,would think name could see word shape vessel would watch liquefy flow like cold molasses flow darkness vessel jar stood full motionless significant shape profoundly without like empty door frame would find forgotten name jar,defile name dead man man cancer yet,0
52949,52950,would think shape body use virgin shape could nt think anse could nt remember anse,long since woman sense humor wife take everything say seriously,0
52951,52952,could think longer unvirgin three,ida kaufman laugh hard breast swell top tan dress,0
52953,52954,would think cash darl way name would die solidify shape fade away would say light,cup pitcher,0
52955,52956,nt matter,next thing epstein knew tell another joke another middle cop scream alongside give ticket red light joy see,0
52957,52958,nt matter call,first three ticket receive day earn second race barnegat later morning third speed parkway dusk try late dinner,0
52959,52960,cora tull would tell true mother would think word go straight thin line quick harmless terribly go along earth cling two line far apart person straddle one sin love fear arejust sound people never sin love fear never forget word lake cora could never even cook,ticket cost told ida laugh hard tear eye tell green light red one fast slow,0
52961,52962,give anse child,seven clock even return ida bus stop comer squeeze bill hand,0
52963,52964,ask,say something brought day total fiftytwo,0
52965,52966,even ask could give notanse,turn street already prepared story wife man interested buying epstein paper bag kept away day good prospect,0
52967,52968,duty ask duty fulfil,pull driveway saw wife square shape back venetian blind,0
52969,52970,would would let shape echo word,ran one hand across slat check dust await husband homecoming,0
52971,52972,ask could ask anse use word,clutched pajama trouser around knee look bedroom mirror,0
52973,52974,die,downstairs key turn lock engage hear,0
52975,52976,know dead,prickly heat herbie always child complaint,0
52977,52978,would lie dark hearing dark land talk cod love beauty sin hearing dark voicelessness word deed word deed gap people lack come like cry geese wild darkness old terrible night fumble deed like orphan point crowd two face told father mother,possible grown man,0
52979,52980,believe found,shuffle closer mirror trip halfhoisted pajama,0
52981,52982,believe reason duty alive terrible blood red bitter flood boil land,maybe sand rash,0
52983,52984,would think sin would think clothes wore world face circumspection necessary sin utter terrible since instrument ordain god create sin sanctify sin create,sure thought three warm sunny week ida kaufman would rest beach front cottage,0
52985,52986,wait wood wait saw would think dress sin,sand must gotten trouser irritated drive parkway,0
52987,52988,would think think dress also sin beautiful since garment exchange sin sanctify,step back squint mirror goldie walk bedroom,0
52989,52990,would think sin garment would remove order shape coerce terrible blood forlorn echo dead word high air,emerge hot bone ache flesh boil red,0
52991,52992,would lay anse lie refuse refuse breast cash darl time hearing dark land talk voiceless speech,entrance startle epstein contemplate blemish intensity philosopher,0
52993,52994,hid nothing,turn swiftly reflection foot caught pant leg tripped pajama slip floor,0
52995,52996,try deceive one,naked adam eve except goldie red epstein prickly heat sand rash come first principle come metaphysician,0
52997,52998,would care,course,0
52999,53000,merely take precaution thought necessary sake safety wore clothes world face,hand shot cover crotch,0
53001,53002,would think cora talk high dead word time seem lose even significance dead sound,goldie look mystify epstein search word appropriate posture,0
53003,53004,sense go knew see though would would never see come swift secret wood dress sin like gallant garment already blowing aside speed secret come,catch cold epstein say,0
53005,53006,mean sense begin end begin end anything,catch cold look hand lace across crotch,0
53007,53008,even held anse refrain still hold recessional though nothing else ever,motion towards protection,0
53009,53010,child alone wild blood boil along earth live none,step closer reach hand touch point,0
53011,53012,found jewel,drew little circle area index finger,0
53013,53014,wake remember discover two month go,like rash band chest,0
53015,53016,father say reason living get ready stay dead knew last meant could know meant man know anything cleaning house afterward,look doctor epstein say,0
53017,53018,clean house,today maybe tomorrow go,0
53019,53020,jewel lay lamp hold head watch cap suture breathe wild blood boil away sound cease,know,0
53021,53022,milk warm calm lie calm slow silence get ready clean house,probably get toilet seat shop,0
53023,53024,give anse dewey dell negative jewel,say liar give form swift lookingover checked limb stomach breast see perhaps caught rash,0
53025,53026,give vardaman replace child robbed,look back husband body suddenly eye widen,0
53027,53028,three child mine,scream,0
53029,53030,could get ready die,pig wheel way back bed bopped onto hard spring squeak,0
53031,53032,one day talk cora,liar bed pull sheet,0
53033,53034,prayed believe blind sin want kneel pray people sin matter word salvation word,catch,0
53035,53036,woke enormity sin saw true light last fell knee confess god ask guidance receive,toilet seat,0
53037,53038,rise say repair home put living lie among people outrage word confess sin aloud,leave ran back bed tucked goldie race around ripped tucked front race back front goldie race around back,0
53039,53040,deceive husband forgive,touch scream come near filthy pig,0
53041,53042,go,go touch filthy whore yanked sheet one swoop held ball spat,0
53043,53044,heard tull bridge go say thanks lord mighty ruler danger difficulty surmount saw abandon reception holy peace love would sweeter,epstein grabbed back tugofwar begin back forth back forth torn shred,0
53045,53046,let perish beg forgiveness man betrayed prayed let late let tale min transgression come lip instead mine,first time goldie cry,0
53047,53048,sworn would never tell eternity fearsome thing face wrestle thigh thigh satan,white strip loop arm begin sob,0
53049,53050,let also sin broken vow upon soul,sheet nice clean threw bed,0
53051,53052,let water thy mighty wrath encompass cleanse soul presence injured,two face appear doorway bedroom,0
53053,53054,hand bore safely flood fend methe danger water,sheila epstein groan holy christ folk singer peeped twice bobbed foot scuttle stair,0
53055,53056,horse frighten heart fail log uprooted tree bore upon littleness,epstein whip white strand cover private,0
53057,53058,soul time time saw avert destruction final instant lift voice noise flood praise thee mighty lord king,say word daughter enter,0
53059,53060,token shall cleanse soul gain fold thy undying love,right epstein say rash,0
53061,53062,knew forgiveness mine,crime,0
53063,53064,flood danger behind rode across firm earth scene gethsemane drew closer closer frame word use,get,0
53065,53066,would enter house would stop spoken would say husband anse sin,mind reader,0
53067,53068,already though,respect father pull white strip tighter around,0
53069,53070,soul felt freer quieter year already seem dwell abide peace rode,instead threw back head address ceiling,0
53071,53072,either side saw hand heart could hear voice courage,picket bedroom,0
53073,53074,thee,get lummox take step towards growl though scare away stray cat dog,0
53075,53076,reach tull house,one hundred sixty pound push father back surprise hurt drop sheet,0
53077,53078,young girl come call passing,daughter look father,0
53079,53080,told already dead,lipstick turn white,0
53081,53082,sin lord,epstein look,0
53083,53084,thou knowest extent remorse spirit,plead get toilet seat,0
53085,53086,merciful accept deed knew mat frame word confession anse spoke even though,heard noise saw aunt naked bed,0
53087,53088,infinite wisdom restrain tale die lip lay surround love trust mine travail water sustain strength hand,turn eye away uncle lou,0
53089,53090,praise thee thy bounteous omnipotent love praise,epstein shout,0
53091,53092,enter house bereavement lowly dwell another err mortal lay soul face awful irrevocable judgment peace ash,sheila block door politically commit michael leg root one shame curiosity,0
53093,53094,god grace upon house say,sheila call guitar plucker appear doorway eager bignosed,0
53095,53096,hitch laid cash top addie,survey scene gaze last land epstein crotch beak open,0
53097,53098,laid vomit get head wagon bed time,get,0
53099,53100,take lick stomach vernon say,goldie epstein stop cry raise bed,0
53101,53102,horse may kick stomach say,young men doorway lower eye,0
53103,53104,kick stomach cash,goldie arch back flop breast begin move lip,0
53105,53106,try say something,say,0
53107,53108,dewey dell wipe mouth,divorce,0
53109,53110,say,smell salt epstein order bed herbie room,0
53111,53112,vernon say,toss turn narrow bed unused twin bed beside heard michael breathing,0
53113,53114,cash,monday thought monday would seek help,0
53115,53116,dewey dell say,lawyer,0
53117,53118,lean,first doctor,0
53119,53120,tool say,surely minute doctor could take look tell already ida kaufman clean woman,0
53121,53122,vernon get put wagon,epstein would swear smell flesh,0
53123,53124,dewey dell lift cash head could see,doctor would reassure blemish result simply rub together,0
53125,53126,drove dewey dell sit beside cash steady rid ahead horse,temporary thing produce two transmit one,0
53127,53128,vernon stood watch u,innocent,0
53129,53130,turn go back toward bridge,unless make guilty nothing dirty bug,0
53131,53132,walk gingerly begin flap wet sleeve shirt though get wet,either way doctor would prescribe,0
53133,53134,sit horse gate,lawyer would prescribe,0
53135,53136,armstid wait gate,everyone would know include suddenly realize brother sol would take special pleasure think bad,0
53137,53138,stop get lift cash carry house mr armstid bed ready,epstein roll look michael bed pinpoint light gleam bov head awake wear epstein nose chin brow,0
53139,53140,left dewey dell undress,business never,0
53141,53142,follow pa wagon,put hand eye,0
53143,53144,go back get wagon drove follow foot lot,change change say,0
53145,53146,wet help armstid say welcome house,even know begin,0
53147,53148,put,lou epstein rash,0
53149,53150,follow lead horse stood beside wagon rein hand,even feel like lou epstein,0
53151,53152,thank pa say,sudden pffft,0
53153,53154,use shed yonder,thing changed look michael speak slowly stress every word though boy nephew fact single person,0
53155,53156,know imposition,life try,0
53157,53158,welcome house armstid say,flip bedside light start new way,0
53159,53160,wooden look face bold surly highcolored rigid look like face eye two color wood wrong one pale wrong one dark,seven year old michael,0
53161,53162,take team roll wagon bade shed,come boy seven year old day remember like yesterday,0
53163,53164,one side shed open,grandparent father born yet stuff believe know,0
53165,53166,wont rain armstid say,grandparent stood dock wait charlie goldstein pick u,0
53167,53168,rather,grandfather partner old country thief,0
53169,53170,back barn rust sheet tin roof,anyway wait finally come pick u take u would live,0
53171,53172,take two propped open side,come big hand,0
53173,53174,welcome house armstid say,know,0
53175,53176,thank pa say,kerosene,0
53177,53178,take right kind give little snack,stood charlie goldstein pour head,0
53179,53180,sho armstid say,rubbed delouse u,0
53181,53182,pa would nt come house,taste awful,0
53183,53184,come eat armstid say,eh,0
53185,53186,nigh ready,understand epstein grumble,0
53187,53188,would nt crave nothing pa say,know,0
53189,53190,thank,twentytwo say softly,0
53191,53192,come dry eat armstid say,story epstein could tell wonder would bring closer mind could find word,0
53193,53194,right,get bed walk bedroom door,0
53195,53196,pa say,open stood listen,0
53197,53198,sake take food,downstairs sofa could hear folk singer snore,0
53199,53200,get team nothing,night guest,0
53201,53202,grateful ere one,shut door come back room scratch thigh,0
53203,53204,sho armstid say,believe lose sleep deserve,0
53205,53206,folk come dry,cook,0
53207,53208,armstid give pa drink felt well go see cash nt come u,big deal,0
53209,53210,look back lead horse barn already talk get another team supper time good bought,clean,0
53211,53212,barn slide fluidly past gaudy lunge swirl stall,deserves medal,0
53213,53214,climb onto manger drag hay leaf stall seek find currycomb,one day come home house mess,0
53215,53216,return slip quickly past single crash thump horse overreach,able write initial dust somewhere basement least,0
53217,53218,applies currycomb hold within horse strike radius agility acrobat curse horse whisper obscene caress,michael year would pleasure grabbed gray hair,0
53219,53220,pick choose say nt nice span would nt put money nothing soandso even hen coop,happen,0
53221,53222,might try snopes say,goldie woman become cleaning machine,0
53223,53224,get threefour span,impossible walk far wall star herbie baseball picture long jawmuscled face fade technicolor signature bottom charlie keller lou gehrig red ruff long time,0
53225,53226,maybe one would suit,herbie love yankee,0
53227,53228,begin mumble mouth look nice span mule county would nt sell knew like would team would ever get lot,one night epstein start depression even know goldie star red ruff,0
53229,53230,dont know would team,know goldie beautiful beautiful woman,0
53231,53232,littlejohn told levee haley bottom go two mile way get jefferson would go around mottson,night take picture photo,0
53233,53234,anse business,set old take picture bedroom stop remember,0
53235,53236,dose man trade say mumble mouth,want picture wife naked carry,0
53237,53238,give another sup supper cheer,admit,0
53239,53240,aim go back barn set,next morning woke goldie tear negative,0
53241,53242,maybe thought stayed ready take santa claus would maybe bring span mule,say god forbid get accident one day police would take wallet identification oyoyoy smile,0
53243,53244,reckon talk around say,know woman worry least take picture even develop,0
53245,53246,manll always help fellow tight get ere drop christian blood,many people even wonder turn away red ruff michael faintly comer mouth smile,0
53247,53248,course welcome use mine say know much believe reason,huh epstein smile,0
53249,53250,thank say,never kind idea,0
53251,53252,shell want go ourn know much believe reason,admit,0
53253,53254,supper jewel rode bend get peabody,somebody get say,0
53255,53256,heard today varner,thing right,0
53257,53258,jewel come back midnight,suddenly shout,0
53259,53260,peabody go inverness somewhere uncle billy come back satchel horse physic,right wrong,0
53261,53262,like say man aint different horse mule come long come short except mule horse get little sense,father ever hear,0
53263,53264,boy,king solomon gripped bedpost,0
53265,53266,say look cash,tell else happen night take picture,0
53267,53268,get mattress chair glass whisky say,herbie start night sure,0
53269,53270,make cash drink whisky run anse room,year try try till oysgamitched night,0
53271,53272,lucky leg broke last summer anse say mournful mumble blinking,picture picture,0
53273,53274,something,point crotch,0
53275,53276,fold mattress across cash leg set chair mattress jewel set chair gal held lamp uncle billy take chew tobacco go work,boy understand,0
53277,53278,cash fought pretty hard faint,start take thing away reach like pig even grab,0
53279,53280,laid still big ball sweat stand face like start roll stop wait,right wrong know,0
53281,53282,wake uncle billy packed left,tear eye even see difference voice drop minor key scold grow fierce,0
53283,53284,kept try say something gal lean wipe mouth,call name,0
53285,53286,tool say,see ida girl name,0
53287,53288,brought darl say,wife father twice start take thing fell weakkneed across michael bed,0
53289,53290,get,michael lean back look uncle know chastise never see anybody fifteen year old cry,0
53291,53292,try talk lean,lox table bagel oven rotogravure section news two inch goldie nose sheila would descend stair yawn toelength housecoat,0
53293,53294,want see say,would sit eat sheila curse father buying news put money fascist pocket outside gentile would walk church,0
53295,53296,darl brought could see,always except course year news come closer goldie nose far sheila heart post deliver,0
53297,53298,shove side bed could reach hand touch felt well,sunday awoke epstein smell coffee bubbling kitchen,0
53299,53300,next morning anse take horse rode bend see snopes,sneak stair past order use basement bathroom see could smell lox,0
53301,53302,jewel stood lot talk anse get horse rode,last enter kitchen shave dress heard newspaper rattle,0
53303,53304,reckon first time jewel ever let anybody ride horse anse come back hung around swoleup way watch road like half mind take anse get horse back,another epstein ghost risen hour earlier perform sunday duty,0
53305,53306,along toward nine oclock begin get hot,beneath clock around table sat sheila folk singer goldie,0
53307,53308,see first buzzard,sheila go gesture towards paper lox,0
53309,53310,wet reckon,shut sheila told,0
53311,53312,anyway nt well day see,echoed word plunk,0
53313,53314,lucky breeze setting away house nt well morning,plunk,0
53315,53316,soon see like could smell field mile away watch circle circle everybody county see barn,thank young man epstein say,0
53317,53318,still good half mile house heard boy yell,tell shout daughter,0
53319,53320,thought maybe might fell well something whip op come lot lope,nobody answer conspiracy,0
53321,53322,must dozen set along ridgepole bam boy chase another one around lot like turkey lift enough dodge go flop bade roof shed found set coffin,grabbed daughter shoulder,0
53323,53324,outrage,goldie goldie look,0
53325,53326,aim say,goldie say goldie bad thing world,0
53327,53328,outrage say,look eye goldie,0
53329,53330,treat,tell since jewish people get divorce,0
53331,53332,get ground best say,syphilis make soft brain,0
53333,53334,found jewel ask nt want take one mule go bend see anse,grownup child take care goldie say,0
53335,53336,nt say nothing,want come florida,0
53337,53338,look jaw go bonewhite bonewhite eye hisn go begin call darl,michael left early morning,0
53339,53340,fix,say sheila demand,0
53341,53342,say,barnegat decide leave house far question ask,0
53343,53344,nt answer,comer luncheonette bought paper sat alone drinking coffee look window beyond people walk church,0
53345,53346,darl come,pretty young shiksa walk hold white round hat hand bent remove shoe shake pebble,0
53347,53348,come jewel say,epstein watch bend spill coffee shirt front,0
53349,53350,aim,girl small behind round apple beneath closefitting dress,0
53351,53352,darl say,look though pray struck chest fist,0
53353,53354,go move wagon jewel say shoulder,home,0
53355,53356,dont fool say,home,0
53357,53358,never meant nothing,across street backyard saw ida kaufman wear short halter hang daughter underwear clothesline,0
53359,53360,could nt help darl hung back nothing wouldd nt suit jewel,epstein look around saw gentile walk church,0
53361,53362,shut goddamn mouth say,ida saw smile,0
53363,53364,get somewhere darl say,grow angry step curb passionately begin jaywalk,0
53365,53366,well take soon pa get back,noon epstein house present heard siren go,0
53367,53368,wont help,sheila look post listen look watch,0
53369,53370,jewel say white eye hisn kind blaring face shake like aguer,noon,0
53371,53372,darl say,fifteen minute slow,0
53373,53374,wont wait till pa get back,look watch,0
53375,53376,stood door watch push pull wagon,fourteen minute slow,0
53377,53378,downhill thought fix beat back end shed,quiet sheila say,0
53379,53380,dinner bell rung,cocked ear,0
53381,53382,call nt look around,sunday,0
53383,53384,come dinner say,real air raid,0
53385,53386,tell boy,goldie trail behind foot slap slipper,0
53387,53388,nt answer go dinner,street suddenly turn back house make sure door shut daytime burglar bug dust,0
53389,53390,gal go get boy come back without,turn far run,0
53391,53392,half dinner heard yell run buzzard,ambulance pull across street kaufman driveway,0
53393,53394,outrage lula say outrage,already crowd gather neighbor bathrobe housecoat carry comic section churchgoer shiksa white hat,0
53395,53396,best say,goldie could make way front daughter marvin stood even rear crowd could see young doctor leap ambulance race porch stethoscope wiggle back pocket take two step time,0
53397,53398,fellow dont trade snopes thirty minute,mr,0
53399,53400,set die shade afternoon dicker,katz arrive,0
53401,53402,say,squat redfaced woman whose stomach seem start knee tug goldie arm,0
53403,53404,much already,racket,0
53405,53406,reckon,survey crowd look house,0
53407,53408,trouble quit start,poor woman say remember three month windy march morning ambulance arrive take mr,0
53409,53410,could nt buy team nobody let alone snopes withouten something mortgage nt know would mortgage yet,kaufman husband nursing home never return,0
53411,53412,look kind funny kind hangdog common kind proud,trouble mr,0
53413,53414,bought team snopes,katz shake head pot sympathy,0
53415,53416,say,everybody little bundle believe,0
53417,53418,reckon snopes aint man country drive trade say,bet nervous breakdown,0
53419,53420,sho say,good thing,0
53421,53422,look jewel funny look jewel get porch go toward horse,gallstone,0
53423,53424,see anse reckon,katz saw one emerge house yet time gather little information,0
53425,53426,jewel anse say,goldie,0
53427,53428,jewel look back,son brotherinlaw lou talk,0
53429,53430,come anse say,voice front crowd command,0
53431,53432,say,little room,0
53433,53434,get team snopes say,please,0
53435,53436,hell send tonight reckon,little room damn sheila,0
53437,53438,want early start tomorrow long go mottson,little room,0
53439,53440,quit look like,behind stood mr,0
53441,53442,get badger look like use mumble mouth,kaufman man white shirt tucked short,0
53443,53444,best say,eye peer two red hole wore makeup mr,0
53445,53446,fore god ere man living world suffer trial floutings suffer,katz note,0
53447,53448,fellow beat snopes trade ought feel pretty good say,must girl say pearl katz toe,0
53449,53450,give anse,mr,0
53451,53452,nt look,katz jumped,0
53453,53454,give chattel mortgage cultivator seeder say,push toe slipper,0
53455,53456,aint worth forty dollar,god,0
53457,53458,far aim get forty dollar team,god race forward scream lou,0
53459,53460,watch quiet steady,stretcher slide ambulance,0
53461,53462,jewel stop halfway back wait go horse,sheila let go father point ambulance whose red eye spun slowly top,0
53463,53464,give thing anse say,moment goldie look back step,0
53465,53466,begin mumble mouth stand like wait somebody hit mind already make nothing,ida kaufman stood yet finger fidget button shirt,0
53467,53468,thing,goldie broke ambulance daughter beside propel elbow,0
53469,53470,darl say,doctor say,0
53471,53472,hell say,take step towards stop forward motion seem intend dive right ambulance top patient,0
53473,53474,take team,sheila shout,0
53475,53476,bring back,doctor point porch,0
53477,53478,ill get along someway,doctor push sheila aside climbed ambulance move siren scream,0
53479,53480,thats cash clothes last night darl say,sheila ran ambulance moment hammer door turn way head back crowd stair ida kaufman house,0
53481,53482,say like reading outen paper,goldie turn doctor,0
53483,53484,like never give durn one way,right doctor say,0
53485,53486,jewel come back stand look anse marble eye hisn,heart attack,0
53487,53488,cash aim buy talk machine suratt money darl say,ambulance zoom red light make sharp right turn threw goldie floor,0
53489,53490,anse stood mumble mouth,sat spoke,0
53491,53492,jewel watch,awake doctor say,0
53493,53494,aint never blink yet,lou right,0
53495,53496,eight dollar darl say voice like listen never give durn,epstein blink eye,0
53497,53498,still wont buy team,know doctor say,0
53499,53500,anse look jewel quick kind slide eye way look,right,0
53501,53502,god know ere man say,tongue hung teeth like dead snake,0
53503,53504,still nt say nothing,talk wife say,0
53505,53506,watch wait hire slide eye toward foot leg high,worry anything,0
53507,53508,horse say,even business,0
53509,53510,horse,work,0
53511,53512,jewel say,sheila marry marvin,0
53513,53514,anse stood,sell lou family,0
53515,53516,durn man cant keep upper hand son ought run away home matter big,retire rest marvin take,0
53517,53518,cant durn ought nt leave,try talk,0
53519,53520,durn would nt,take care,0
53521,53522,mean try swap horse,well soon go someplace,0
53523,53524,jewel say,go saratoga mineral bath want,0
53525,53526,anse stand danglearmed,go suddenly gripped hand,0
53527,53528,fifteen year aint tooth head say,lou live normal,0
53529,53530,god know,cry,0
53531,53532,give money,cause happen lou kill,0
53533,53534,thought could without eat son could without rid,know crying goldie wipe eye,0
53535,53536,god know,right,0
53537,53538,jewel stand hand hip look anse,say believe doctor young man swung open door big red cross paint back ask softly doctor something cure else rash point,0
53539,53540,look away,doctor look,0
53541,53542,look across field face still rode like somebody else talk somebody else horse even listen,lift moment blanket cover epstein nakedness,0
53543,53544,spit slow say hell turn go gate unhitched horse get,irritation doctor say,0
53545,53546,move come saddle time tear road like law might behind,grabbed wrist,0
53547,53548,go sight way two look like kind spot cyclone,first week new classmate give battery test design reveal skill deficiency tendency psyche,0
53549,53550,well say,end week mr,0
