qd1,qd2,phrase1,phrase2,label
68445,68446,knew must finally start follow spoor elephant old elephant trail hard packed worn road forest,soldier stood attention square though learn courtesy long army,0
68447,68448,look though elephant travel ever since lava cool mountain tree first grown tall close,hope mind barging uncle louis,0
68449,68450,juma confident move fast,ship monmouth last week dad say stop see people,0
68451,68452,father juma seem sure go elephant road easy juma give carry go broken light forest,get weekend aunt goldie say wait,0
68453,68454,lose trail smoking pile fresh dung flat round print herd elephant come onto elephant road heavy forest left trail,father epstein spoken brother sol since bought sol share business brother move detroit word,0
68455,68456,juma take david angrily,dad fine michael say,0
68457,68458,afternoon work herd around see gray bulk tree movement big ear search trunk coil uncoil crash branch broken crash tree push rumble belly elephant slap thud dung fall,sheila come home sat eat four old day,0
68459,68460,found trail old bull finally turn onto small elephant road juma look david father grin show file teeth father nod head,goldie epstein jumped slip course nose instant finish one,0
68461,68462,look though dirty secret look found night shamba,michael say historically michael child poor eater,0
68463,68464,long come secret,sister ruthie god bless nice eater,0
68465,68466,right forest track old bull lead,look daughter heard wife go,0
68467,68468,skull high david chest white sun rain,ruthie good eater,0
68469,68470,deep depression forehead ridge ran bare white eye socket flare empty broken hole tusk chopped away,picky eater,0
68471,68472,juma point great elephant trail stood look skull trunk move little way place rest ground point tusk touch ground beside,herbie rest peace picky goldie look towards husband though would remember precisely category eater beloved son star pot roast,0
68473,68474,show david single hole big depression white bone forehead four hole close together bone around ear hole,ahhh,0
68475,68476,grin david father take solid pocket fit nose hole bone forehead,noise snap epstein recollection two,0
68477,68478,juma wound big bull father say,aaahhhh,0
68479,68480,askari,enough enough,0
68481,68482,friend really big bull,get bed make certain tucked pajama start living room,0
68483,68484,charge juma knock finish ear,would give piece mind,0
68485,68486,juma point scatter bone big bull walk around among,would tell,0
68487,68488,juma david father pleased found,would tell,0
68489,68490,long suppose friend together,living room sheila folk singer,0
68491,68492,david ask father,epstein felt cold floor rush loose leg pajama chill crotch raise goose flesh thigh,0
68493,68494,nt faintest idea father say,see,0
68495,68496,ask juma,retreat step back behind archway din room,0
68497,68498,ask please,eye however remain fix living room floor sol boy girl across street,0
68499,68500,father juma spoke together juma look david laugh,girl wear short sweater,0
68501,68502,probably four five time life say david father told,thrown arm sofa,0
68503,68504,nt know care really,light candle enough epstein see naked,0
68505,68506,care david thought,michael lay beside squirm potent wear army shoe khaki sock,0
68507,68508,saw moonlight alone kibo,girl breast like two small white cup,0
68509,68510,kibo,michael kiss,0
68511,68512,bull nt anyone harm tracked come see dead friend go kill,epstein tingle dare move want move two like car railroad yard slam fiercely together couple shook,0
68513,68514,fault,noise epstein tiptoed tremble stair back wife bed,0
68515,68516,betrayed,could force sleep seem like hour door open downstairs two young people left,0
68517,68518,juma work trail motion father start,sheila folk singer,0
68519,68520,father nt need kill elephant live david thought,whole world thought whole young world ugly one pretty one fat skinny one zip unzippingl grabbed great shock gray hair pull till scalp hurt,0
68521,68522,juma would found see,wife shuffle mumble noise,0
68523,68524,chance wound kill friend,brrr capture blanket pull,0
68525,68526,kibo found never told kept secret always let stay drunk bibis beer shamba,dream butter,0
68527,68528,juma drunk could wake,recipe dream world zip,0
68529,68530,go keep everything secret always,close eye pound old man sleep,0
68531,68532,never tell anything,later epstein time would ask question,0
68533,68534,kill juma drink share ivory buy another god damn wife,begin,0
68535,68536,nt help elephant could,night see two floor,0
68537,68538,go second day,summer night seventeen year push doctor away bed put lip herbie,0
68539,68540,would nt stop,epstein wonder night fifteen year ago instead smell woman sheet smell babo,0
68541,68542,juma would go,time daughter first call capitalist though dirty name though crime successful,0
68543,68544,never told,none time,0
68545,68546,never never tell,maybe look begin look excuse,0
68547,68548,try remember,trouble big trouble begin simply appear morning saw ida kaufman wait bus,0
68549,68550,never tell anyone anything ever,ida kaufman god name stranger nobody love ever could love finally change life live across street less year reveal mr,0
68551,68552,never tell anyone anything,katz neighborhood winchell would probably sell house mr,0
68553,68554,father wait come say gently rest,kaufman dead move allyearround summer cottage barnegat,0
68555,68556,travel,morning epstein notice woman dark goodlooking big chest,0
68557,68558,anytime,hardly spoke housewife spent every moment month ago care cancereaten husband,0
68559,68560,fuck elephant hunt david say quietly,twice epstein tipped hat even absorbed fate epstein paper bag civility practice,0
68561,68562,father ask,actually monday morning would unlikely driven right past bus stop,0
68563,68564,fuck elephant hunt david say softly,warm april day certainly bad day wait bus,0
68565,68566,careful nt fuck father say look flatly,bird fuss sang elm tree sun glint sky like young athlete trophy,0
68567,68568,one thing david thought,woman bus stop wore thin dress coat epstein saw wait beneath dress stocking imagine underthings saw body girl living room rug ida kaufman mother linda kaufman girl michael befriend,0
68569,68570,stupid,epstein pull slowly curb stop daughter picked mother,0
68571,68572,know never trust,thank mr,0
68573,68574,good,epstein say,0
68575,68576,nt want never ever tell anybody anything never anything,ida kaufman roll window let breeze waft lit cigarette,0
68577,68578,never ever never,yes epstein flush reason ida kaufman know,0
68579,68580,stop hunt morning,felt red neck coughed make appear respiratory failure cause blood rush heart,0
68581,68582,knew right yet,nice boy extremely polite say,0
68583,68584,gotten enormity skull come onto forest tunnel underneath earth beetle make reveal like desert gallery catacomb elephant move skull,brother sol epstein say detroit shift thought sol flush might fade word sol would michael would heir epstein paper bag,0
68585,68586,make great length whiten bone elephant track move around scene kill follow able see elephant move able see elephant see,would want,0
68587,68588,gotten great width one elephant trail perfect road forest worn smooth rub tree way trail intersect like map metro paris,well,0
68589,68590,make light forest tree come together top clarify certain thing must make recall,epstein thought ida kaufman smoke drove without speak elm tree choir bird new spring sky unfurled like blue banner,0
68591,68592,distance matter since distance change remember,look like say,0
68593,68594,change feel toward juma toward father toward elephant complicate exhaustion breed,little boy look like iceman make joke,0
68595,68596,tiredness brought begin understand,grin mostly thought go bed sisterinlaw whose everything drop even low wife,0
68597,68598,understand begin realize write,epstein grin provoke ida kaufman extravagant mirth,0
68599,68600,dreadful true understand come must show arbitrary statement rhetoric remember actual thing brought,hell decide would try joke,0
68601,68602,tomorrow would get thing right go,say wrong thing,0
68603,68604,put cahiers manuscript away suitcase lock come door room walk along front hotel marita reading,step far,0
68605,68606,want breakfast,defile name dead man man cancer yet,0
68607,68608,ask,long since woman sense humor wife take everything say seriously,0
68609,68610,think like drink,ida kaufman laugh hard breast swell top tan dress,0
68611,68612,let bar say,cup pitcher,0
68613,68614,cooler,next thing epstein knew tell another joke another middle cop scream alongside give ticket red light joy see,0
68615,68616,go sat stool david pour haig pinch bottle glass fill cold perrier,first three ticket receive day earn second race barnegat later morning third speed parkway dusk try late dinner,0
68617,68618,become catherine,ticket cost told ida laugh hard tear eye tell green light red one fast slow,0
68619,68620,left happy gay,seven clock even return ida bus stop comer squeeze bill hand,0
68621,68622,happy shy rather quiet,say something brought day total fiftytwo,0
68623,68624,shy kiss,turn street already prepared story wife man interested buying epstein paper bag kept away day good prospect,0
68625,68626,held could feel start whole,pull driveway saw wife square shape back venetian blind,0
68627,68628,know greatly divide separate start work write inner core could split even marked scratch,ran one hand across slat check dust await husband homecoming,0
68629,68630,knew strength since rest could riven,clutched pajama trouser around knee look bedroom mirror,0
68631,68632,sat bar boy laid table first coolness fall breeze sea sit table pine felt ate drank,downstairs key turn lock engage hear,0
68633,68634,cool breeze come way kurdistan david say,prickly heat herbie always child complaint,0
68635,68636,equinoctial storm come soon,possible grown man,0
68637,68638,wo nt come today girl say,shuffle closer mirror trip halfhoisted pajama,0
68639,68640,nt worry today,maybe sand rash,0
68641,68642,nt blow kind since met cannes cafe,sure thought three warm sunny week ida kaufman would rest beach front cottage,0
68643,68644,still remember thing long ago,sand must gotten trouser irritated drive parkway,0
68645,68646,seem far away war,step back squint mirror goldie walk bedroom,0
68647,68648,war last three day girl say,emerge hot bone ache flesh boil red,0
68649,68650,left morning,entrance startle epstein contemplate blemish intensity philosopher,0
68651,68652,never think david say,turn swiftly reflection foot caught pant leg tripped pajama slip floor,0
68653,68654,read marita told nt understand,naked adam eve except goldie red epstein prickly heat sand rash come first principle come metaphysician,0
68655,68656,never make clear believe,course,0
68657,68658,fill glass refill,hand shot cover crotch,0
68659,68660,nt know afterwards say,goldie look mystify epstein search word appropriate posture,0
68661,68662,nt try act though,catch cold epstein say,0
68663,68664,suspend think happen,catch cold look hand lace across crotch,0
68665,68666,felt saw act thought tactically,motion towards protection,0
68667,68668,well book,step closer reach hand touch point,0
68669,68670,nt intelligent,drew little circle area index finger,0
68671,68672,good book,like rash band chest,0
68673,68674,fly part wonderful feel people plane,look doctor epstein say,0
68675,68676,good people technical tactical thing david say,today maybe tomorrow go,0
68677,68678,nt mean talk wet brag,know,0
68679,68680,marita nobody know really involve,probably get toilet seat shop,0
68681,68682,nt worth consider,say liar give form swift lookingover checked limb stomach breast see perhaps caught rash,0
68683,68684,would shameful time,look back husband body suddenly eye widen,0
68685,68686,afterwards know,scream,0
68687,68688,sure,pig wheel way back bed bopped onto hard spring squeak,0
68689,68690,sometimes,liar bed pull sheet,0
68691,68692,read narrative,catch,0
68693,68694,david pour wine glass,toilet seat,0
68695,68696,much tell,leave ran back bed tucked goldie race around ripped tucked front race back front goldie race around back,0
68697,68698,say told everything,touch scream come near filthy pig,0
68699,68700,tell thing well know,go touch filthy whore yanked sheet one swoop held ball spat,0
68701,68702,rather nt read david say,epstein grabbed back tugofwar begin back forth back forth torn shred,0
68703,68704,would make trouble,first time goldie cry,0
68705,68706,nt know would write ca nt help tell thing nt read,white strip loop arm begin sob,0
68707,68708,must nt read,sheet nice clean threw bed,0
68709,68710,wish would nt,two face appear doorway bedroom,0
68711,68712,nt want give order,sheila epstein groan holy christ folk singer peeped twice bobbed foot scuttle stair,0
68713,68714,tell girl say,epstein whip white strand cover private,0
68715,68716,let read,say word daughter enter,0
68717,68718,yes,right epstein say rash,0
68719,68720,say,crime,0
68721,68722,god damn,get,0
68723,68724,nt wrong,mind reader,0
68725,68726,worried,respect father pull white strip tighter around,0
68727,68728,read,instead threw back head address ceiling,0
68729,68730,yes,picket bedroom,0
68731,68732,wonderful,get lummox take step towards growl though scare away stray cat dog,0
68733,68734,much well last book story much well anything,one hundred sixty pound push father back surprise hurt drop sheet,0
68735,68736,madrid part,daughter look father,0
68737,68738,look look moisten lip look away say carefully knew way,lipstick turn white,0
68739,68740,lie together marita say nt think make love,epstein look,0
68741,68742,stupid,plead get toilet seat,0
68743,68744,nt want thing,heard noise saw aunt naked bed,0
68745,68746,know,turn eye away uncle lou,0
68747,68748,stop talk feel,epstein shout,0
68749,68750,well,sheila block door politically commit michael leg root one shame curiosity,0
68751,68752,stop talk,sheila call guitar plucker appear doorway eager bignosed,0
68753,68754,please sleep,survey scene gaze last land epstein crotch beak open,0
68755,68756,kiss come back asleep,get,0
68757,68758,meant wait fall asleep wait,goldie epstein stop cry raise bed,0
68759,68760,lay kiss wake lay quietly try sleep,young men doorway lower eye,0
68761,68762,sleepy kiss softly commenced play gently push breast,goldie arch back flop breast begin move lip,0
68763,68764,stir sleep lay head chest played softly searchingly make small intimacy discovery,say,0
68765,68766,long cool afternoon david slept woke marita go heard two girl voice terrace,divorce,0
68767,68768,dress unbolted door work room come door room onto flagstone,smell salt epstein order bed herbie room,0
68769,68770,one terrace except waiter take tea thing found girl bar,toss turn narrow bed unused twin bed beside heard michael breathing,0
68771,68772,like meeting exhusband catherine say,monday thought monday would seek help,0
68773,68774,make feel sophisticated,lawyer,0
68775,68776,never look gayer lovely,first doctor,0
68777,68778,must say agrees,surely minute doctor could take look tell already ida kaufman clean woman,0
68779,68780,look david mock appraisal,epstein would swear smell flesh,0
68781,68782,think right,doctor would reassure blemish result simply rub together,0
68783,68784,marita say,temporary thing produce two transmit one,0
68785,68786,look david blush,innocent,0
68787,68788,well might blush catherine say,unless make guilty nothing dirty bug,0
68789,68790,look david,either way doctor would prescribe,0
68791,68792,look well david say,lawyer would prescribe,0
68793,68794,look sixteen catherine say,everyone would know include suddenly realize brother sol would take special pleasure think bad,0
68795,68796,say told reading narrative,epstein roll look michael bed pinpoint light gleam bov head awake wear epstein nose chin brow,0
68797,68798,think ask david say,business never,0
68799,68800,know catherine say,put hand eye,0
68801,68802,start read interest thought heiress ought read,change change say,0
68803,68804,say,even know begin,0
68805,68806,point catherine say ever say anything marita keep right,lou epstein rash,0
68807,68808,nt mean thing,even feel like lou epstein,0
68809,68810,nt believe marita say,sudden pffft,0
68811,68812,smile david,thing changed look michael speak slowly stress every word though boy nephew fact single person,0
68813,68814,nt write narrative date,life try,0
68815,68816,find,flip bedside light start new way,0
68817,68818,narrative david say,seven year old michael,0
68819,68820,dirty catherine say,come boy seven year old day remember like yesterday,0
68821,68822,present project,grandparent father born yet stuff believe know,0
68823,68824,must write david girl say,grandparent stood dock wait charlie goldstein pick u,0
68825,68826,wo nt,grandfather partner old country thief,0
68827,68828,want david catherine say,anyway wait finally come pick u take u would live,0
68829,68830,much well dark girl,come big hand,0
68831,68832,david pour glass champagne,know,0
68833,68834,saw marita look warn say catherine go finish story,kerosene,0
68835,68836,day,stood charlie goldstein pour head,0
68837,68838,fine day,rubbed delouse u,0
68839,68840,make decision plan thing,taste awful,0
68841,68842,oh god david say,eh,0
68843,68844,straightforward plan catherine say,understand epstein grumble,0
68845,68846,nt groan,know,0
68847,68848,whatever want day pleased,twentytwo say softly,0
68849,68850,right make plan,story epstein could tell wonder would bring closer mind could find word,0
68851,68852,sort plan,get bed walk bedroom door,0
68853,68854,david ask,open stood listen,0
68855,68856,voice sound flat,downstairs sofa could hear folk singer snore,0
68857,68858,first start see get book,night guest,0
68859,68860,go manuscript typed see get illustration,shut door come back room scratch thigh,0
68861,68862,see artist make arrangement,believe lose sleep deserve,0
68863,68864,busy day david say,cook,0
68865,68866,know nt nt get manuscript typed whoever writes go ready type,big deal,0
68867,68868,nt necessary need rough draft show artist,clean,0
68869,68870,see,deserves medal,0
68871,68872,nt want copy yet,one day come home house mess,0
68873,68874,nt want brought,able write initial dust somewhere basement least,0
68875,68876,someone get start something practical,michael year would pleasure grabbed gray hair,0
68877,68878,artist thought today,happen,0
68879,68880,different one different part,goldie woman become cleaning machine,0
68881,68882,marie laurencin pascen derain dufy picasso,impossible walk far wall star herbie baseball picture long jawmuscled face fade technicolor signature bottom charlie keller lou gehrig red ruff long time,0
68883,68884,christ sake derain,herbie love yankee,0
68885,68886,ca nt see nice laurencin marita car stop first time loup way nice,one night epstein start depression even know goldie star red ruff,0
68887,68888,nobody write,know goldie beautiful beautiful woman,0
68889,68890,well write,night take picture photo,0
68891,68892,certainly much interest instructive lot native kraal whatever call cover fly scab central africa drunken father stagger around smell sour beer know one little horror father,set old take picture bedroom stop remember,0
68893,68894,go ball game david say,want picture wife naked carry,0
68895,68896,say david,admit,0
68897,68898,marita say,next morning woke goldie tear negative,0
68899,68900,say thank much lunch david told,say god forbid get accident one day police would take wallet identification oyoyoy smile,0
68901,68902,nt thank rest,know woman worry least take picture even develop,0
68903,68904,catherine say,many people even wonder turn away red ruff michael faintly comer mouth smile,0
68905,68906,really must something impressive make sleep though dead absolute end afternoon,huh epstein smile,0
68907,68908,thank least,never kind idea,0
68909,68910,thank go swim david say girl,admit,0
68911,68912,oh swim,somebody get say,0
68913,68914,catherine say,thing right,0
68915,68916,glad swam,suddenly shout,0
68917,68918,swam quite far marita say,right wrong,0
68919,68920,good lunch,father ever hear,0
68921,68922,good lunch catherine,king solomon gripped bedpost,0
68923,68924,think catherine say,tell else happen night take picture,0
68925,68926,nt remember,herbie start night sure,0
68927,68928,marita ask gently,year try try till oysgamitched night,0
68929,68930,saint raphael catherine say,picture picture,0
68931,68932,remember stop ca nt remember lunch,point crotch,0
68933,68934,never notice eat,boy understand,0
68935,68936,quite sure lunch,start take thing away reach like pig even grab,0
68937,68938,know intend,right wrong know,0
68939,68940,nice drive back,tear eye even see difference voice drop minor key scold grow fierce,0
68941,68942,marita ask,call name,0
68943,68944,cool lovely afternoon,see ida girl name,0
68945,68946,nt know catherine say,wife father twice start take thing fell weakkneed across michael bed,0
68947,68948,nt notice,michael lean back look uncle know chastise never see anybody fifteen year old cry,0
68949,68950,think make book get start,lox table bagel oven rotogravure section news two inch goldie nose sheila would descend stair yawn toelength housecoat,0
68951,68952,get start,would sit eat sheila curse father buying news put money fascist pocket outside gentile would walk church,0
68953,68954,nt know david start difficult moment commenced put little order,always except course year news come closer goldie nose far sheila heart post deliver,0
68955,68956,whole thing drag along haphazard way suddenly ashamed u,sunday awoke epstein smell coffee bubbling kitchen,0
68957,68958,poor catherine marita say,sneak stair past order use basement bathroom see could smell lox,0
68959,68960,plan must feel well,last enter kitchen shave dress heard newspaper rattle,0
68961,68962,catherine say,another epstein ghost risen hour earlier perform sunday duty,0
68963,68964,felt happy come,beneath clock around table sat sheila folk singer goldie,0
68965,68966,knew make happy accomplish something practical david make feel like idiot leper,sheila go gesture towards paper lox,0
68967,68968,ca nt help practical sensible,shut sheila told,0
68969,68970,know devil david say,echoed word plunk,0
68971,68972,nt want get work mixed,plunk,0
68973,68974,mixed catherine say,thank young man epstein say,0
68975,68976,ca nt see,tell shout daughter,0
68977,68978,jumping back forth try write story keep narrative meant much u,nobody answer conspiracy,0
68979,68980,go well come excite part,grabbed daughter shoulder,0
68981,68982,someone show story way escape duty,goldie goldie look,0
68983,68984,marita look knew try tell say go get clean,goldie say goldie bad thing world,0
68985,68986,tell marita back,look eye goldie,0
68987,68988,thing talk catherine say,tell since jewish people get divorce,0
68989,68990,sorry rude marita,syphilis make soft brain,0
68991,68992,could nt happier really,grownup child take care goldie say,0
68993,68994,david take everything say bathroom shower change newly wash fisherman sweater slack,want come florida,0
68995,68996,quite cool even marita sit bar look vogue,michael left early morning,0
68997,68998,go see room marita say,say sheila demand,0
68999,69000,know david,barnegat decide leave house far question ask,0
69001,69002,great publisher,comer luncheonette bought paper sat alone drinking coffee look window beyond people walk church,0
69003,69004,give sex,pretty young shiksa walk hold white round hat hand bent remove shoe shake pebble,0
69005,69006,nt interest anymore,epstein watch bend spill coffee shirt front,0
69007,69008,childish really say,girl small behind round apple beneath closefitting dress,0
69009,69010,nt know could ever meant anything,look though pray struck chest fist,0
69011,69012,may decide affair another woman ever take,home,0
69013,69014,quite bit another woman,home,0
69015,69016,christ never thought would go way,across street backyard saw ida kaufman wear short halter hang daughter underwear clothesline,0
69017,69018,nt marita say,epstein look around saw gentile walk church,0
69019,69020,matter love go write tomorrow,ida saw smile,0
69021,69022,catherine come say look wonderful together proud,grow angry step curb passionately begin jaywalk,0
69023,69024,feel though invent,noon epstein house present heard siren go,0
69025,69026,good today marita,sheila look post listen look watch,0
69027,69028,nice lunch marita say,noon,0
69029,69030,please fair catherine,fifteen minute slow,0
69031,69032,oh know satisfactory lover catherine say,look watch,0
69033,69034,always,fourteen minute slow,0
69035,69036,like martini swim ski flew probably,quiet sheila say,0
69037,69038,never saw plane,cocked ear,0
69039,69040,everyone say marvelous,sunday,0
69041,69042,like acrobat really suppose dull,real air raid,0
69043,69044,nt ask,goldie trail behind foot slap slipper,0
69045,69046,good let u spend day together catherine marita say,street suddenly turn back house make sure door shut daytime burglar bug dust,0
69047,69048,spend rest life together catherine say,turn far run,0
69049,69050,nt bore,ambulance pull across street kaufman driveway,0
69051,69052,far need either,already crowd gather neighbor bathrobe housecoat carry comic section churchgoer shiksa white hat,0
69053,69054,david watch mirror look calm handsome normal,goldie could make way front daughter marvin stood even rear crowd could see young doctor leap ambulance race porch stethoscope wiggle back pocket take two step time,0
69055,69056,could see marita look sadly,mr,0
69057,69058,like look though like hear talk ever open mouth,katz arrive,0
69059,69060,say david,squat redfaced woman whose stomach seem start knee tug goldie arm,0
69061,69062,quite good effort catherine say,racket,0
69063,69064,well,survey crowd look house,0
69065,69066,new plan,poor woman say remember three month windy march morning ambulance arrive take mr,0
69067,69068,david ask,kaufman husband nursing home never return,0
69069,69070,felt though hail ship,trouble mr,0
69071,69072,told catherine go,katz shake head pot sympathy,0
69073,69074,probably keep quite busy,everybody little bundle believe,0
69075,69076,guff another woman,bet nervous breakdown,0
69077,69078,felt marita kick put foot acknowledge,good thing,0
69079,69080,guff catherine say,gallstone,0
69081,69082,want one try see miss anything,katz saw one emerge house yet time gather little information,0
69083,69084,might,goldie,0
69085,69086,u fallible david say marita kick,son brotherinlaw lou talk,0
69087,69088,want see catherine say,voice front crowd command,0
69089,69090,know enough able tell,little room,0
69091,69092,nt worry dark girl,please,0
69093,69094,type,little room damn sheila,0
69095,69096,like nice,little room,0
69097,69098,attract gamin type,behind stood mr,0
69099,69100,perhaps gamin marita say,kaufman man white shirt tucked short,0
69101,69102,polite word part,eye peer two red hole wore makeup mr,0
69103,69104,also woman catherine,katz note,0
69105,69106,go ahead show david sort gamin,must girl say pearl katz toe,0
69107,69108,like,mr,0
69109,69110,know sort woman,katz jumped,0
69111,69112,splendid catherine say,push toe slipper,0
69113,69114,glad found tongue finally,god,0
69115,69116,prefer conversation,god race forward scream lou,0
69117,69118,nt really woman marita say,stretcher slide ambulance,0
69119,69120,know catherine say,sheila let go father point ambulance whose red eye spun slowly top,0
69121,69122,try explain david often enough,moment goldie look back step,0
69123,69124,nt true david,ida kaufman stood yet finger fidget button shirt,0
69125,69126,david look say nothing,goldie broke ambulance daughter beside propel elbow,0
69127,69128,nt,doctor say,0
69129,69130,yes say,take step towards stop forward motion seem intend dive right ambulance top patient,0
69131,69132,try broke piece madrid girl break piece catherine say,sheila shout,0
69133,69134,girl boy really,doctor point porch,0
69135,69136,nt change nt kill,doctor push sheila aside climbed ambulance move siren scream,0
69137,69138,nothing,sheila ran ambulance moment hammer door turn way head back crowd stair ida kaufman house,0
69139,69140,want david happy,goldie turn doctor,0
69141,69142,everything else invent,right doctor say,0
69143,69144,marita say know try tell david,heart attack,0
69145,69146,know,ambulance zoom red light make sharp right turn threw goldie floor,0
69147,69148,nt loyal anything,sat spoke,0
69149,69150,nt,awake doctor say,0
69151,69152,nobody would anyway probably nt really,lou right,0
69153,69154,tell,epstein blink eye,0
69155,69156,want happy make happy,know doctor say,0
69157,69158,ca nt know,right,0
69159,69160,fine girl marita say,tongue hung teeth like dead snake,0
69161,69162,finish ever start,talk wife say,0
69163,69164,one marita say,worry anything,0
69165,69166,stupid awful,even business,0
69167,69168,nt stupid,work,0
69169,69170,everything say true,sheila marry marvin,0
69171,69172,let stop talk friend,sell lou family,0
69173,69174,please,retire rest marvin take,0
69175,69176,marita ask,try talk,0
69177,69178,want catherine say,take care,0
69179,69180,tragic bully,well soon go someplace,0
69181,69182,please take time book david,go saratoga mineral bath want,0
69183,69184,know want write best,go suddenly gripped hand,0
69185,69186,start,lou live normal,0
69187,69188,whatever one,cry,0
69189,69190,tire david say,cause happen lou kill,0
69191,69192,nt think ate lunch either,know crying goldie wipe eye,0
69193,69194,probably catherine say,right,0
69195,69196,may,say believe doctor young man swung open door big red cross paint back ask softly doctor something cure else rash point,0
69197,69198,forget though friend,doctor look,0
69199,69200,friend whatever friend david thought try think talk listen unreality reality become,lift moment blanket cover epstein nakedness,0
69201,69202,heard one speak knew must know thought probably told,irritation doctor say,0
69203,69204,way really friend understand basic disagreement trust complete distrust enjoy one another company,grabbed wrist,0
69205,69206,enjoy company tonight enough,first week new classmate give battery test design reveal skill deficiency tendency psyche,0
69207,69208,tomorrow must go back country one catherine jealous marita love respect,end week mr,0
69209,69210,happy country story knew good last back care overpopulate vacancy madness take new turn exaggerated practicality,russo occupation teacher would add skill subtract deficiency tell u job best suit talent mysterious scientific,0
69211,69212,tire tire marita collaborate enemy,remember first take preference test would prefer albie pelagutti sat one seat behind left first day high school stroll happily test examine ancient fossil defend criminal albie like inside vesuvius rise fell pitch toss swell chair,0
69213,69214,catherine enemy except unfinding unrealizable quest love enemy,finally make decision make,0
69215,69216,need enemy badly always keep one near near easy attack know weakness strength fault defense,could hear pencil drive x column opposite activity thought wise prefer engage,0
69217,69218,turn flank skillfully find last fight always swirl dust rise dust,russo left room,0
69219,69220,catherine want play backgammon marita dinner,go drink say,0
69221,69222,always played seriously money catherine go get board marita say david please nt come room tonight,russo forever pain let u know squareshooter unlike teacher might would go front door classroom sneak around back door observe responsible,0
69223,69224,good,sure enough return go drink lip wet come back men room could smell soap hand,0
69225,69226,understand,take time boy say door swung shut behind,0
69227,69228,let skip word david say,black wingtipped shoe beat marble corridor five thick finger dug shoulder,0
69229,69230,coldness come back time work move closer,turn around pelagutti,0
69231,69232,angry,say,0
69233,69234,yes david say,number twentysix pelagutti say answer give truth anything pelagutti rise halfway desk glare,0
69235,69236,ca nt angry someone ill,hippopotamus big black smelly short sleeve squeeze tight around monstrous arm though take blood moment skybound answer menace flip back three page question booklet reread number twentysix,0
69237,69238,nt live long david say,would prefer attend world trade convention,0
69239,69240,exactly everyone always angry,pick cherry,0
69241,69242,get ill sometime see,stay read sick friend,0
69243,69244,wish would nt angry,tinker automobile engines look blankfaced back albie shrug shoulder,0
69245,69246,wish never see,right answer,0
69247,69248,please nt david,anything almost rocket seat,0
69249,69250,know nt true,give crap,0
69251,69252,get ready work,answer strange head popped glance hiss lip sham realize minute russo wetlipped might come back first day high school would caught cheat,0
69253,69254,go bedroom put reading light side bed make comfortable read one w h hudson book,look number twentysix back albie always towards anger pity fear love vengeance instinct irony time delicate mallet whisper stay read sick friend volcano subside albie met,0
69255,69256,nature downland take read unpromising title,become friend,0
69257,69258,knew enough know time come need book save best one,remain elbow throughout test throughout lunch school,0
69259,69260,past title one nothing bore,learn albie youth thing direction eat hamburger strange diner go cold shower wethaired winter weather cruel animal trafficked whore steal caught paid,0
69261,69262,happy read back life hudson brother rid horse tumble whiteness breasthigh thistledown moonlight gradually click dice low sound girl voice become real time go make whiskey perrier take back reading seem saw play actual human something normal figure unbelievable play brought unwillingly attend,told unwrapped lunch candy store across school crappin around,0
69263,69264,go back room read drank whiskey perrier slowly undressed turn light almost asleep heard catherine come bedroom,gettin education,0
69265,69266,seem go long time bathroom felt come bed lay still breathe steadily hop might really go sleep,gon na think picked figure movie musical see previous afternoon rest u english gon na put best foot forward follow week russo read result test appear albie foot move forward find strange wonderful path,0
69267,69268,awake david,russo sat desk pile test stack like ammunition chart diagram mount huge either side deliver destiny,0
69269,69270,ask,albie go lawyer,0
69271,69272,think,albie confess first week one fact particular fasten brain soon forgot town sicily born occupation father either make ice deliver year model car steal,0
69273,69274,nt wake say,forget though albie apparently star jamesburg reformatory baseball team,0
69275,69276,thank sleep,select gym teacher mr,0
69277,69278,usually,hopper captain one gym class softball team played softball world series switch touch football knew get pelagutti side,0
69279,69280,nt,arm could hit ball mile,0
69281,69282,yes,day team select albie shuffle back forth side lockerroom change gym khakicolored short tshirt sweat sock sneaker,0
69283,69284,glad,albie already change beneath khaki gym short wear support retain lavender undershorts hung three inch outer short look like long fancy hem,0
69285,69286,good night,instead tshirt wore sleeveless undershirt beneath high tarblack sneaker wore thin black silk sock slender arrow embroider side,0
69287,69288,good night,naked might like centuriesdead ancestor toss lion death colosseum outfit though tell detract dignity,0
69289,69290,would kiss good night,left lockerroom pad dark basement corridor onto sunny september play field talk continually play sport kid played jamesburg baseball come like nothing nod head,0
69291,69292,sure say,think pete reiser ask,0
69293,69294,kiss catherine seem come back,pretty good man say,0
69295,69296,sorry failure,hopper bronze smile erect flip coin look saw glint sun call heads land tail captain first choice,0
69297,69298,let talk thing,heart flop look albie arm calm pass chose first tall lean firstbaseman type,0
69299,69300,hate,immediately say take pelagutti often see smile like one cross albie pelagutti face moment would think parole life sentence,0
69301,69302,start way plan thing,game begin,0
69303,69304,nt think,played bat second albie center field wish bat fourth,0
69305,69306,come,first man ground first baseman,0
69307,69308,belong,next batter hit high lofty fly ball center field,0
69309,69310,reason,moment saw albie move knew tommy henrich pete reiser name knew baseball bone night,0
